"","solID","mape","decomp.rssd","nrmse","nrmse_train","facebook_thetas","instagram_thetas","print_media_thetas","radio_thetas","tv_thetas","youtube_thetas","facebook_alphas","instagram_alphas","print_media_alphas","radio_alphas","tv_alphas","youtube_alphas","facebook_gammas","instagram_gammas","print_media_gammas","radio_gammas","tv_gammas","youtube_gammas","cluster","n","top_sol"
"12","1_19_1",0,0.358325525107052,0.171809542601374,0.171809542601374,0.254324757010574,0.563068002243592,0.547594248034727,0.810083191073889,0.400326692330832,0.205164555847482,0.463198328284399,0.397086537856106,0.553007467537979,0.407968160372646,0.530487449071965,0.405873912701573,0.541467748922922,0.492032680714089,0.542923591876014,0.537469307562227,0.175813987010795,0.681627187958995,1,34,FALSE
"13","1_20_1",0,0.417112989346606,0.163236677414602,0.163236677414602,0.536909898837242,0.424218587729565,0.832756533661089,0.158796624034903,0.588353104661483,0.232423878388898,0.635998111475409,0.906868731340961,0.697241835877574,0.325222309704252,0.634077853401161,0.474901028762101,0.785748291156729,0.298122519088964,0.509478516645952,0.478786797103107,0.874423741903636,0.459498373525473,3,32,FALSE
"14","1_20_2",0,0.367636927464542,0.174606128286921,0.174606128286921,0.606720006497804,0.229300766622008,0.706678626561266,0.978662316229821,0.238047938090015,0.716755900296008,0.22057798229372,0.295209052187478,0.746495596305613,0.396370360029988,0.749191473567604,0.0509266529542415,0.40365465099424,0.572768452858225,0.718391880524267,0.691027100199438,0.25163421083592,0.609505802964819,4,27,FALSE
"15","1_21_1",0,0.491715712813976,0.165235711999504,0.165235711999504,0.596917593523405,0.389004974916197,0.619317188238731,0.746396054171446,0.24388940093034,0.300623659350296,0.966475433166036,0.30913617862466,0.336449751429649,0.17102342928309,0.705281538290307,0.187649484715191,0.54430680670889,0.295635696882217,0.718656682359573,0.535346294667352,0.456987576771726,0.412311778738771,4,27,FALSE
"16","1_24_1",0,0.388518855546179,0.16861938562568,0.16861938562568,0.770667786418028,0.732638331854009,0.502325971289483,0.51130580064386,0.527924856300591,0.409324659309106,0.579276838347787,0.522118854487411,0.446137347784251,0.304088541574451,0.328595325354507,0.457962970286258,0.487231394385357,0.383520495984141,0.369590460236268,0.270688338306938,0.673517669885996,0.561090178590067,3,32,FALSE
"17","1_26_2",0,0.428573417303396,0.167634451848848,0.167634451848848,0.265543224937962,0.554438521173081,0.749897808385131,0.211550074338172,0.557229362707016,0.318999497534153,0.552844931248874,0.419323133602187,0.546252761352013,0.383146454602024,0.649599067240263,0.449047483369145,0.632933507692038,0.422552187693075,0.359872573897808,0.398806117708812,0.391670518706698,0.266737685544882,3,32,FALSE
"18","1_27_2",0,0.322150765569231,0.174056877417959,0.174056877417959,0.193221776640375,0.34079209352737,0.558744927986021,0.956312472032769,0.250758509272802,0.634337566472717,0.642700927391967,0.332570560541529,0.671160867771819,0.237592738120482,0.739172756472702,0.0645794806908219,0.58824338113467,0.578716949486651,0.614614338879004,0.467196117205395,0.208879226560655,0.526547147691181,4,27,FALSE
"19","1_28_1",0,0.345360031928277,0.164254404347663,0.164254404347663,0.607584692500002,0.543544471848993,0.611641674810969,0.317959526680241,0.648487245187639,0.309599209617235,0.614368434836328,0.488752640341732,0.607202811024084,0.575475084003158,0.191475136127747,0.653499357823476,0.663460656235978,0.292994666379379,0.401179646039543,0.0729987293652814,0.870024590220052,0.416000762107826,3,32,FALSE
"20","1_30_2",0,0.409469993426286,0.169896013506456,0.169896013506456,0.847064060666786,0.64243132188168,0.109467138389159,0.453477829734718,0.768796243187952,0.0352834674168448,0.724763104396547,0.787094885653561,0.224745705163654,0.597009041191936,0.426280839165341,0.721708039403184,0.837928280827723,0.182624303990871,0.465348880028762,0.538283879044702,0.193583331997637,0.454162588305202,3,32,FALSE
"21","1_31_1",0,0.415562240086142,0.17101216644761,0.17101216644761,0.214268782476777,0.488183525860492,0.571152632029583,0.841632786543725,0.374957356078588,0.63285744935839,0.599755876589216,0.428931637755359,0.556186040330692,0.295685738382357,0.57646849032401,0.469442982504397,0.266034312828401,0.414800445183804,0.680348766654397,0.519640659803577,0.569780290323724,0.426004308371107,1,34,FALSE
"22","1_32_1",0,0.346712145232187,0.174441135483762,0.174441135483762,0.222766555064414,0.343754729501286,0.553744570434201,0.822833780431177,0.260320965832489,0.604639202323549,0.66746486818523,0.354971180638056,0.660059504647558,0.277737075456395,0.715449845010434,0.0777879427022684,0.620304893490617,0.579876847342989,0.595380147791603,0.476884187591545,0.306480745718711,0.549031368519029,4,27,FALSE
"23","1_33_2",0,0.364327615055877,0.165251565125861,0.165251565125861,0.695125858272717,0.672876555702064,0.712413284125875,0.369787574528129,0.677077924670457,0.0668446132445841,0.706781767571354,0.605113790358348,0.52983048464751,0.513161313952022,0.255810308522249,0.744276469946603,0.416170824397312,0.311144463992579,0.424574952515705,0.0982793270431515,0.809814703676169,0.366637567855753,3,32,FALSE
"24","1_34_1",0,0.414150628292674,0.171723754352613,0.171723754352613,0.524577291558397,1,0.45336071185148,0.683884809194547,0.616988502437329,0.205164555847482,0.281865369341697,0.561135002813129,0.146382242067771,0.857097848739829,0.377628839322657,0.405873912701573,0.141445933488457,0.560769671389984,0.41401738125565,0.608783898904262,0.12481164551464,0.681627187958995,1,34,FALSE
"25","1_34_2",0,0.417071905140253,0.167410535753821,0.167410535753821,0.324600145065992,0.37591841614132,0.638314860499633,0.767178568265843,0,0.979171402552201,0.495537556478193,0.395163250467412,0.69358220564148,0.422992387517592,0.946753352342427,0.287888487668813,0.89326044609447,0.520780191006896,0.612993515091711,0.511760780361315,0.311255646442791,0.691198268160207,4,27,FALSE
"26","1_35_1",0,0.375111447595681,0.173680690553639,0.173680690553639,0.536909898837242,0.424218587729565,0.832756533661089,0.00748950094612593,0.679213151612695,0.149727285678954,0.635998111475409,0.906868731340961,0.697241835877574,0.473542029357282,0.481219243651853,0.60278263954707,0.785748291156729,0.298122519088964,0.509478516645952,0.514438527627843,0.823421400407481,0.472893944568215,3,32,FALSE
"27","1_36_1",0,0.383276799985837,0.164619637938726,0.164619637938726,0.596917593523405,0.450303303180955,0.666906560292944,0.34408345753468,0.582105538882435,0.261174454790726,0.966475433166036,0.30913617862466,0.584186944468945,0.596430072475605,0.271541219751534,0.564320725277197,0.54430680670889,0.330268278772337,0.49494974977612,0.159164338871886,0.807555352790701,0.449309295246665,3,32,FALSE
"28","1_38_2",0,0.36036025128296,0.173901692291595,0.173901692291595,0.26817500460008,0.4173565671667,0.479983052638387,0.312668970350413,0.336759642825813,0.880280447848456,0.670353032447877,0.359038037648554,0.647276208478795,0.582408726237896,0.397940681169068,0.510459382745354,0.55310215998666,0.607818595655336,0.53805871567818,0.233637909044175,0.678521871526651,0.568005890996255,1,34,FALSE
"29","1_39_1",0,0.33761127988402,0.171943100174401,0.171943100174401,0.330866902486238,0.512699156895239,0.34071086902331,1,0.37743569760056,0.626132609438992,0.548973141029485,0.522118854487411,0.569211153005796,0.287888607655887,0.509100923891007,0.192626764027599,0.294108916079285,0.383520495984141,0.471070086770194,0.140234836097924,0.348559553225966,0.499101868071895,1,34,FALSE
"30","1_40_2",0,0.364494745659906,0.174752430837899,0.174752430837899,0.0987706924244286,0.70657592588351,0.423389318942364,0.661613548270728,0.190730287106627,0.865369400460874,0.490155370006981,0.336809755376344,0.189740542746069,0.166673791068052,0.771002739356657,0.0141118220226859,0.0107664895926536,0.347869075731618,0.47188302139926,0.281740648727435,0.0223464721280101,0.505163262375387,4,27,FALSE
"31","1_42_2",0,0.372295856741104,0.174059869542334,0.174059869542334,0.193221776640375,0.34079209352737,0.558744927986021,0.956312472032769,0.189897243033464,0.839733713646823,0.642700927391967,0.332570560541529,0.671160867771819,0.237592738120482,0.739172756472702,0.571630769811978,0.58824338113467,0.578716949486651,0.614614338879004,0.467196117205395,0.176362212810874,0.695104563137065,4,27,FALSE
"32","1_43_2",0,0.483161159055162,0.129718521573423,0.129718521573423,0.253104382569161,0.876138714057117,0.688997428586038,0.991050435100374,0.839100010144636,0.121721280316554,0.161672550515573,0.426551248072628,0.536941968397749,0.200403296707514,0.538558308618658,0.982179232126235,0.620066074781516,0.328033950594647,0.367584021262406,0.492229821627054,0.804201215220429,0.347527993474628,3,32,FALSE
"33","1_44_1",0,0.540195549152815,0.166646846479947,0.166646846479947,0.211147190115282,0.874466858339344,0.873744219055563,0.932505587855263,0.62031745207956,0.135540771798092,0.275292257534935,0.205887015940755,0.522260837194816,0.23201498905226,0.701009675120506,0.704289687830967,0.775128438049703,0.422899557674234,0.398516720690182,0.775583490406463,0.62387125969138,0.418450891900097,1,34,FALSE
"34","1_44_2",0,0.386216319258238,0.169345156397224,0.169345156397224,0.768137796365388,0,0.9370096149852,0.518745915361277,0.105233967933566,0.0352592114698615,0.621964550862589,0.574457550611689,0.19384303471403,0.434120288112021,0.0452349068809468,0.605984474813653,0.709942071829642,0.412638556040348,0.556753919790931,0.22916555907319,0.509148362188831,0.183443940384151,3,32,FALSE
"35","1_45_1",0,0.468438656431308,0.154653855941122,0.154653855941122,0.814097330137206,0.630840386275874,0.525309139027712,0.382450100017242,0.386726589414092,0.136652938423878,0.642043480148701,0.382344905090734,0.658190266498884,0.494062647560218,0.683883698284106,0.463543424762601,0.256449042769433,0.257163818188655,0.389314777581044,0.149796417679163,0.413470010815084,0.29556557615565,3,32,FALSE
"36","1_45_2",0,0.334784974273167,0.168174652036534,0.168174652036534,0.687087606858639,0.64243132188168,0.109467138389159,0.453477829734718,0.521801337562192,0.67404183569304,0.569956902680965,0.722278692112936,0.509846615417417,0.597009041191936,0.426280839165341,0.687101232595169,0.46954788575866,0.427535099936665,0.465348880028762,0.538283879044702,0.193583331997637,0.597760750444959,1,34,FALSE
"37","1_46_1",0,0.370709958794018,0.171046640175284,0.171046640175284,0.67187637572443,0.304943340022818,0.0432056730721437,0.841632786543725,0.374957356078588,0.63285744935839,0.837011707256781,0.798277200614308,0.587481679251466,0.751812362203899,0.57646849032401,0.469442982504397,0.211030753238301,0.327932056461531,0.610136975940728,0.262520276815115,0.569780290323724,0.426004308371107,1,34,FALSE
"38","1_46_2",0,0.368866607020088,0.172793432919026,0.172793432919026,0.0616075396130464,0.941890052997683,0.49437022660031,0.915325201877974,0.919242136172549,0.690060607966609,0.225786981348536,0.319351419161234,0.507440007212965,0.440577119133832,0.257371174929318,0.36437315946565,0.569593458703467,0.0417776324820995,0.29582817243934,0.21963764629134,0.672623603929169,0.272425318623035,1,34,FALSE
"39","1_47_1",0,0.372578137992396,0.151573627936319,0.151573627936319,0.466964777941785,0.4610571296119,0.341416946349535,0.461309612101626,0.307401297463853,0.706060277286821,0.72728330226175,0.438964720519492,0.578897133936319,0.34783821949305,0.784929596441723,0.387986378286892,0.689950329272947,0.579876847342989,0.587191269015513,0.778011935454636,0.220412518153682,0.608973188816093,4,27,TRUE
"40","1_48_1",0,0.421786861996438,0.128550395297828,0.128550395297828,0.296150962890677,0.551261425697194,0.433318464699554,0.311091997033749,0.42066195776353,0.0844742374114966,0.642823254693892,0.481472975953393,0.520767678685869,0.473547549786004,0.608074289229206,0.836745712232546,0.336496118281027,0.309811676200561,0.505478337156964,0.447302800739804,0.273135125531472,0.163734485649083,3,32,TRUE
"41","1_49_1",0,0.42368416443958,0.171702517352652,0.171702517352652,0.524577291558397,1,0.779860997834254,0.157413339916694,0.616988502437329,0.205164555847482,0.281865369341697,0.561135002813129,0.146382242067771,0.813585515015002,0.377628839322657,0.405873912701573,0.141445933488457,0.560769671389984,0.43607895889455,0.248212221624127,0.12481164551464,0.681627187958995,1,34,FALSE
"42","1_49_2",0,0.362683288889043,0.167376441675115,0.167376441675115,0.324600145065992,0.37591841614132,0.638314860499633,0.849602688389733,0.162326837655129,0.979171402552201,0.495537556478193,0.395163250467412,0.69358220564148,0.422992387517592,0.718489440650764,0.287888487668813,0.89326044609447,0.520780191006896,0.612993515091711,0.479356052473514,0.285886058187662,0.691198268160207,4,27,FALSE
"43","1_50_2",0,0.279774293684471,0.174551468793667,0.174551468793667,0.606720006497804,0.229300766622008,0.846976975205622,0.918407206179486,0.511669086969677,0.716755900296008,0.22057798229372,0.295209052187478,0.746495596305613,0.437437525357274,0.252516981440764,0.0509266529542415,0.40365465099424,0.572768452858225,0.48819832463067,0.0969044582460291,0.754333526518749,0.609505802964819,2,13,FALSE
"44","1_51_1",0,0.398818294963043,0.16463176302142,0.16463176302142,0.596917593523405,0.450303303180955,0.379694913148295,0.133519593295961,0.588873432800063,0.261174454790726,0.966475433166036,0.30913617862466,0.413136980498689,0.686887903737547,0.435888901430724,0.627364640686457,0.54430680670889,0.330268278772337,0.416063818254992,0.37376045527573,0.431423890138951,0,3,32,FALSE
"45","1_51_2",0,0.359824331960232,0.16970339159144,0.16970339159144,0.199081692862291,0.806598116354667,0.379877026046811,0.773924224540314,0.0587427905703578,0.736452118351684,0.774725939653514,0.280503155021982,0.622400941961992,0.156542580201573,0.8945364980563,0.00986668450702913,0.861243663304497,0.726881077878059,0.494819169556168,0.849748084206468,0.158971372104479,0.821746650232278,4,27,FALSE
"46","1_54_1",0,0.486194765850815,0.154023977657865,0.154023977657865,0.330866902486238,0.462705703765057,0.103667213804559,0,0.731522752900914,0.0399276914905223,0.548973141029485,0.986897109974472,0,0.679081160002391,0.303352205258047,0.702090428483285,0.294108916079285,0.202782056692414,0.430506603297595,0.471954215259045,0.209597538057611,0.343104634388571,3,32,FALSE
"47","1_57_1",0,0.364431543804817,0.170576897095164,0.170576897095164,0.62490285564759,0.654395650225347,0.7579890484053,0.2534515596593,0.945439787553143,0,0.623317360212467,0.46875603688572,0.563493955667092,0.72526500971763,0.212060246036865,0.838904628468488,0.341436616120755,0.171326987423266,0.244304630974319,0.427574672548168,0.709066941809852,0.266626299338965,3,32,FALSE
"48","1_58_1",0,0.341056412404229,0.16426911116593,0.16426911116593,0.607584692500002,0.543544471848993,0.430707906905487,0.317959526680241,0.648487245187639,0.309599209617235,0.614368434836328,0.488752640341732,0.598118652161011,0.584063623791918,0.191475136127747,0.653499357823476,0.663460656235978,0.292994666379379,0.476674929389887,0.222321437227514,0.870024590220052,0.416000762107826,3,32,FALSE
"49","1_58_2",0,0.337638470376087,0.175504645546729,0.175504645546729,0.253104382569161,0.876138714057117,0.39543549260907,0.973115514703643,0.153162595501139,0.897064122913586,0.161672550515573,0.426551248072628,0.89585769602104,0.111575734300268,0.446984627769482,0.255001329513836,0.620066074781516,0.328033950594647,0.713258835672617,0.302241912244111,0.244120684107414,0.584019572211204,4,27,FALSE
"50","1_59_2",0,0.369640683791512,0.172844848274041,0.172844848274041,0.701802118111493,0.653567983115791,0.144771973967719,0.650631772429333,0.105233967933566,0.0352592114698615,0.664002532150762,0.66168373375657,0.699799503503923,0.374389204399494,0.0452349068809468,0.605984474813653,0.808733089086193,0.402390596644942,0.709770533507221,0.422747505521453,0.509148362188831,0.183443940384151,3,32,FALSE
"51","1_60_1",0,0.386824811773555,0.154653577675464,0.154653577675464,0.814097330137206,0.630840386275874,0.292976709166425,0.95544866372595,0.35886362911982,0.136652938423878,0.642043480148701,0.382344905090734,0.659829896927482,0.387655913079038,0.58268018478389,0.463543424762601,0.256449042769433,0.257163818188655,0.537450860844593,0.476501039841589,0.186155948584473,0.29556557615565,1,34,FALSE
"52","1_60_2",0,0.327372018526435,0.168200118991464,0.168200118991464,0.574591675139248,0.576441448116534,0.104426232527802,0.453477829734718,0.521801337562192,0.67404183569304,0.660288796649383,0.682448356205495,0.48720207367217,0.414899549448509,0.426280839165341,0.687101232595169,0.490739624163007,0.657040844758909,0.614158178385453,0.538283879044702,0.193583331997637,0.597760750444959,1,34,FALSE
"53","1_61_1",0,0.376564113223858,0.171031932899459,0.171031932899459,0.67187637572443,0.304943340022818,0.350669827876603,0.841632786543725,0.374957356078588,0.63285744935839,0.837011707256781,0.798277200614308,0.587481679251466,0.719948629921136,0.57646849032401,0.469442982504397,0.211030753238301,0.327932056461531,0.610136975940728,0.262520276815115,0.569780290323724,0.426004308371107,1,34,FALSE
"54","1_61_2",0,0.341795495037488,0.172972431972736,0.172972431972736,0.561991593385248,0.633285265390044,0.173840316014557,0.419227709791568,0.429290811219679,0.690060607966609,0.225786981348536,0.641693237497771,0.524771665476561,0.572545286142523,0.636697421141387,0.36437315946565,0.569593458703467,0.418981063516845,0.469876194766179,0.508488887028503,0.167561675928385,0.272425318623035,1,34,FALSE
"55","1_62_1",0,0.346632103517974,0.174441119089797,0.174441119089797,0.222766555064414,0.343754729501286,0.553744570434201,0.822833780431177,0.260320965832489,0.604639202323549,0.66746486818523,0.354971180638056,0.660059504647558,0.277737075456395,0.715449845010434,0.0777879427022684,0.654829503686906,0.579876847342989,0.595380147791603,0.476884187591545,0.306480745718711,0.549031368519029,4,27,FALSE
"56","1_63_1",0,0.357936620597308,0.169446298783568,0.169446298783568,0.296150962890677,0.551261425697194,0.433318464699554,0.311091997033749,0.501573461622628,0.666731696850426,0.656795688230204,0.481472975953393,0.520767678685869,0.473547549786004,0.462639529156483,0.635505302256171,0.336496118281027,0.309811676200561,0.505478337156964,0.447302800739804,0.209493690683383,0.534670774029959,1,34,FALSE
"57","1_64_1",0,0.404010020138877,0.171817433796159,0.171817433796159,0.524577291558397,0.393921003811414,0.758473945991079,0.908467657558176,0.371003020149324,0.205164555847482,0.281865369341697,0.433827054362661,0.635005940328305,0.352855134336226,0.545783158508857,0.405873912701573,0.141445933488457,0.47148147681636,0.59865484358556,0.272608261663865,0.318718834732483,0.681627187958995,1,34,FALSE
"58","1_64_2",0,0.328926960592566,0.167399193991455,0.167399193991455,0.324600145065992,0.37591841614132,0.206455203359427,0.711309103274837,0.162326837655129,0.979171402552201,0.495537556478193,0.395163250467412,0.69358220564148,0.138063171816477,0.621981940420455,0.287888487668813,0.89326044609447,0.520780191006896,0.863108617394133,0.65277069501135,0.285886058187662,0.691198268160207,4,27,FALSE
"59","1_65_1",0,0.341256438617328,0.17374584020518,0.17374584020518,0.367062095795969,0.38557845043444,0.331715469460524,0.570545182858537,0.265704100406304,0.813282579199185,0.523629667533796,0.497504346666946,0.694314131663687,0.205158943378774,0.593829401088365,0.350867318086811,0.871758015157377,0.476248656674665,0.792382597268583,0.625104261514153,0.393393126673666,0.647537403483318,4,27,FALSE
"60","1_65_2",0,0.278947219911404,0.174553124485643,0.174553124485643,0.606720006497804,0.229300766622008,0.783166923626287,0.809992563778897,0.511669086969677,0.716755900296008,0.22057798229372,0.295209052187478,0.746495596305613,0.56589795289272,0.252516981440764,0.0509266529542415,0.40365465099424,0.572768452858225,0.48819832463067,0.259954319042151,0.754333526518749,0.609505802964819,2,13,FALSE
"61","1_66_1",0,0.251185955094706,0.175229416833816,0.175229416833816,0.853906507566112,0.26732771078165,0.757826404826274,0.34408345753468,0.70801660719067,0.805739588937909,0.346993616554051,0.303818208960762,0.775914644793428,0.660417236068165,0.271541219751534,0.00700838390639748,0.693356712425447,0.510814810235458,0.466505883470184,0.159164338871886,0.807555352790701,0.779279522588183,2,13,FALSE
"62","1_66_2",0,0.361225203067524,0.169715076647368,0.169715076647368,0.199081692862291,0.806598116354667,0.353735040812956,0.912875674508571,0.0587427905703578,0.736452118351684,0.774725939653514,0.280503155021982,0.633754151493503,0.118830974091476,1,0.00986668450702913,0.861243663304497,0.726881077878059,0.741686043711561,0.900736376037508,0.158971372104479,0.821746650232278,4,27,FALSE
"63","1_67_1",0,0.424224635537398,0.171420758580204,0.171420758580204,0.0738798957646117,0.541622776142186,0.50927407984216,0.396824064048519,0.1617025483647,0.370141574056174,0.460876348522241,0.165697596994697,0.351620378488892,0.31315758644118,0.57501690726214,0.571791944610158,0.103274108880758,0.1871871712383,0.565458739146917,0.12593614846679,0.050741377591209,0.465277532510137,1,34,FALSE
"64","1_68_2",0,0.351680377568922,0.168737624802017,0.168737624802017,0.182509757194015,0.633817533475386,0,0.312668970350413,0.336759642825813,0.649354891108758,1,0.647655499152523,0.458949117906507,0.185757212907391,0.397940681169068,0.510459382745354,0.650883115515766,0.651955192163901,0.700071097170409,0.643148123554697,0.678521871526651,0.525442854336308,1,34,FALSE
"65","1_69_1",0,0.258804216116408,0.171990298226047,0.171990298226047,0.330866902486238,0.423418582203047,0.0275210374235849,0.882955948802141,0.286260113462975,0.652451189490272,0.548973141029485,0.522118854487411,0.641855511128396,0.121109858741431,0.453970976998582,0.149120559251842,0.294108916079285,0.771111586900379,0.871644784276222,0.623048385872583,0.234779322368255,1,4,27,FALSE
"66","1_69_2",0,0.466660603589046,0.140171153759604,0.140171153759604,0.60945410065892,0.399437370200442,0.886929974966489,0.306658381606415,1,0.490346797782327,0.509813310044487,0.527541052880847,0.305211885673537,1,0.451719453637025,0.661209225088601,0.299577698594307,0.271138245152121,0.176645169650311,0.339270228593267,0.965945561833214,0.191824323201592,2,13,FALSE
"67","1_70_2",0,0.270514688144383,0.174769381488253,0.174769381488253,0.31084207426539,0.453732469925107,0.423389318942364,0.661613548270728,0.190730287106627,0.865369400460874,0.490155370006981,0.330100461974187,0.647433107358473,0.166673791068052,0.771002739356657,0.0141118220226859,0.0107664895926536,0.395226141963003,0.47188302139926,0.281740648727435,0.0223464721280101,0.505163262375387,4,27,FALSE
"68","1_72_1",0,0.361433271568357,0.171860391220288,0.171860391220288,0.108844455439737,0.654395650225347,0.7579890484053,0.0528519233180387,0.994824136570933,0.00195205442882038,0.854201124711644,0.539168816154096,0.563493955667092,0.72526500971763,0.282663798413659,0.560176489305221,0.139951659088411,0.188439773458761,0.244304630974319,0.427574672548168,0.738323912034882,0.224682563122366,3,32,FALSE
"69","1_72_2",0,0.33893691187699,0.174059723471471,0.174059723471471,0.283236733121448,0.619706799995474,0.237109131334894,0.956312472032769,0.250758509272802,0.634337566472717,0.688301269180517,0.503537102305353,0.509812269240949,0.502974590220575,0.739172756472702,0.0645794806908219,0.167207437244706,0.654050256766578,0.426535621809623,0.350965771360125,0.208879226560655,0.526547147691181,4,27,FALSE
"70","1_73_1",0,0.447123250249227,0.134683075620887,0.134683075620887,0.609080219002864,0.403921546302322,0.611641674810969,0.133859201132434,0.812228135959101,0.397247719366571,0.530724335002856,0.519783370323375,0.354049206871936,0.575475084003158,0.387495077629255,0.687774943812646,0.372354290147869,0.315159860737771,0.175039000441261,0.126711438812245,0.912699398641879,0.128004430452943,2,13,FALSE
"71","1_74_2",0,0.387507495234829,0.172861887208788,0.172861887208788,0.701802118111493,0.64655504538973,0.144771973967719,0.650631772429333,0.105233967933566,0.0352592114698615,0.664002532150762,0.713899319643274,1,0.374389204399494,0.0452349068809468,0.605984474813653,0.808733089086193,0.48338529412859,0.922101566451601,0.422747505521453,0.509148362188831,0.183443940384151,3,32,FALSE
"72","1_75_1",0,0.355750142842632,0.154636457731174,0.154636457731174,0.814097330137206,0.630840386275874,0.292976709166425,0.3315486879716,0.35886362911982,0.136652938423878,0.642043480148701,0.382344905090734,0.659829896927482,0.387655913079038,0.415150905974959,0.463543424762601,0.256449042769433,0.257163818188655,0.537450860844593,0.0809143288678636,0.186155948584473,0.29556557615565,3,32,FALSE
