"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total"
"11","facebook",18521.2539498793,1219029.92844462,0.00327900220138378,7814.29441310656,0.00322174163648606,1219029.92844462,0.00327900220138378,7814.29441310656,0.00322174163648606,TRUE,0.131526640964638,0.131526640964638,23108533.8449492,3604931279.81207,NA,NA,0.197522852482818,0.197522852482818,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,12,7814.29441310656,31018912.8031854,7910378.95823617,0.000338156218197916,0.000338156218197916,2957.21310502332,2957.21310502332
"12","instagram",22397.2160841069,1478879.84795751,0.00397795834530659,9479.99902536864,0.00390849204793853,1478879.84795751,0.00397795834530659,9479.99902536864,0.00390849204793853,TRUE,0.0569363304516785,0.0569363304516785,10003411.5491748,1560532201.67127,NA,NA,0.23962706676171,0.23962706676171,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,12,9479.99902536864,13313685.8397866,3310274.29061181,0.000947676598005274,0.000947676598005274,1055.21229721707,1055.21229721707
"13","print_media",37027.5714161443,1272849.64906882,0.00342376893621676,8159.29262223603,0.00336398033854998,1272849.64906882,0.00342376893621676,8159.29262223603,0.00336398033854998,TRUE,0.0349662368377819,0.0349662368377819,6143382.52288855,958367673.570613,NA,NA,0.206243413389049,0.206243413389049,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,12,8159.29262223603,12145589.1954718,6002206.67258321,0.00132814334641165,0.00132814334641165,752.930775658953,752.930775658953
"14","radio",0,0,0,0,0,0,0,0,0,TRUE,0.12998856469647,0.12998856469647,22838301.9950487,3562775111.22759,NA,NA,0,0,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,12,0,48427320.4690343,25589018.4739856,0,0,Inf,Inf
"15","(Intercept)",2010545.35139538,313645074.817679,0.843656801841243,2010545.35139538,0.83146621336525,313645074.817679,0.843656801841243,2010545.35139538,0.83146621336525,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,10,NA,NA,NA,NA,NA,NA,NA
"16","trend",0.0224439511276583,8342090.60881174,0.0224389351173172,53474.9398000753,0.0221146992156357,8342090.60881174,0.0224389351173172,53474.9398000753,0.0221146992156357,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,10,NA,NA,NA,NA,NA,NA,NA
"17","season",0.0204735834866999,4266.56719702156,1.14764066943259e-05,27.3497897244972,1.1310576049817e-05,4266.56719702156,1.14764066943259e-05,27.3497897244972,1.1310576049817e-05,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,10,NA,NA,NA,NA,NA,NA,NA
"18","holiday",0.0085154819028174,-876.782902563396,-2.35841056938549e-06,-19.0604978818129,-7.88251803802798e-06,-876.782902563396,-2.35841056938549e-06,-19.0604978818129,-7.88251803802798e-06,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,10,NA,NA,NA,NA,NA,NA,NA
"19","cpi",2238.63683129005,45687562.7145459,0.122892486247651,292868.99175991,0.121116726574562,45687562.7145459,0.122892486247651,292868.99175991,0.121116726574562,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,10,NA,NA,NA,NA,NA,NA,NA
"20","gdp_growth",-7059.57455439418,-5452802.23619909,-0.0146671957094772,0,0,-5452802.23619909,-0.0146671957094772,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,10,NA,NA,NA,NA,NA,NA,NA
"21","festival",5043.68193467313,1210169.23649,0.00325516830875568,7757.49510570514,0.0032081321002103,1210169.23649,0.00325516830875568,7757.49510570514,0.0032081321002103,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,10,NA,NA,NA,NA,NA,NA,NA
"22","trade_spend",0.00259218452082058,1571562.79230462,0.00422726114866982,10074.1204634912,0.00416617848930938,1571562.79230462,0.00422726114866982,10074.1204634912,0.00416617848930938,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,10,NA,NA,NA,NA,NA,NA,NA
"23","tv",27212.4094579821,2111602.0495673,0.00567988332969974,13535.9105741494,0.00559781071425598,2111602.0495673,0.00567988332969974,13535.9105741494,0.00559781071425598,TRUE,0.427663895273359,0.427663895273359,75138280.16671,11721571706.0068,NA,NA,0.312297277606574,0.312297277606574,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,10,13535.9105741494,213025126.17499,137886846.00828,0.000180146664844033,0.000180146664844033,5551.03254820608,5551.03254820609
"24","youtube",8410.28675722303,593599.144190398,0.00159669000335644,3805.12271916922,0.00157361831032656,593599.144190398,0.00159669000335644,3805.12271916922,0.00157361831032656,TRUE,0.218918331776074,0.218918331776074,38462790.8233994,6000195368.4503,NA,NA,0.0877908774327249,0.0877908774327249,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,10,3805.12271916922,68984906.8171638,30522115.9937644,9.89299693992646e-05,9.89299693992646e-05,10108.1604095536,10108.1604095536
"25","facebook",24785.2986793956,1454250.69520357,0.00391170972891582,9322.1198410485,0.00385518669319954,1454250.69520357,0.00391170972891582,9322.1198410485,0.00385518669319954,TRUE,0.131526640964638,0.131526640964638,23108533.8449492,3604931279.81207,NA,NA,0.215077709913478,0.215077709913478,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,10,9322.1198410485,29293559.7982355,6185025.95328627,0.0004034059410085,0.0004034059410085,2478.89259513639,2478.89259513639
"26","instagram",21602.0663156836,1489257.96845753,0.0040058738863214,9546.52543883029,0.00394799020669209,1489257.96845753,0.0040058738863214,9546.52543883029,0.00394799020669209,TRUE,0.0569363304516785,0.0569363304516785,10003411.5491748,1560532201.67127,NA,NA,0.220255141966019,0.220255141966019,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,10,9546.52543883029,13883569.422628,3880157.87345317,0.000954326970544145,0.000954326970544145,1047.85888994609,1047.85888994609
"27","print_media",27464.8697406804,1112802.97340215,0.00299326810142204,7133.35239360355,0.0029500162725467,1112802.97340215,0.00299326810142204,7133.35239360355,0.0029500162725467,TRUE,0.0349662368377819,0.0349662368377819,6143382.52288855,958367673.570613,NA,NA,0.164578993081204,0.164578993081204,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,10,7133.35239360355,11097227.9280095,4953845.40512095,0.00116114410376151,0.00116114410376151,861.219547824006,861.219547824007
"28","radio",0,0,0,0,0,0,0,0,0,TRUE,0.12998856469647,0.12998856469647,22838301.9950487,3562775111.22759,NA,NA,0,0,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,10,0,35039018.0213462,12200716.0262975,0,0,Inf,Inf
"29","(Intercept)",2155756.61897168,336298032.559582,0.90458975891665,2155756.61897168,0.896148625507059,336298032.559582,0.90458975891665,2155756.61897168,0.896148625507059,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,"1_2_1",1,2,1,3,24,NA,NA,NA,NA,NA,NA,NA
"30","trend",0.0140958882701431,5239236.91030997,0.0140927379727232,33584.8519891665,0.0139612323038146,5239236.91030997,0.0140927379727232,33584.8519891665,0.0139612323038146,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,"1_2_1",1,2,1,3,24,NA,NA,NA,NA,NA,NA,NA
"31","season",0.013011161234829,2711.44490927747,7.29336796332442e-06,17.381057110753,7.22531027045668e-06,2711.44490927747,7.29336796332442e-06,17.381057110753,7.22531027045668e-06,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,"1_2_1",1,2,1,3,24,NA,NA,NA,NA,NA,NA,NA
"32","holiday",0.00532535012156898,-548.316112939041,-1.47488564425594e-06,-11.9199154986748,-4.9551121848779e-06,-548.316112939041,-1.47488564425594e-06,-11.9199154986748,-4.9551121848779e-06,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,"1_2_1",1,2,1,3,24,NA,NA,NA,NA,NA,NA,NA
"33","cpi",1407.21059471385,28719272.9968232,0.0772504080345909,184097.90382579,0.0765295497739952,28719272.9968232,0.0772504080345909,184097.90382579,0.0765295497739952,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,"1_2_1",1,2,1,3,24,NA,NA,NA,NA,NA,NA,NA
"34","gdp_growth",-4535.39113077695,-3503127.66150259,-0.00942287227390022,0,0,-3503127.66150259,-0.00942287227390022,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,"1_2_1",1,2,1,3,24,NA,NA,NA,NA,NA,NA,NA
"35","festival",3231.81961252168,775435.232359124,0.00208580099192504,4970.73866896874,0.00206633744586436,775435.232359124,0.00208580099192504,4970.73866896874,0.00206633744586436,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,"1_2_1",1,2,1,3,24,NA,NA,NA,NA,NA,NA,NA
"36","trade_spend",0.00162644432834852,986063.827500321,0.00265235937661013,6320.9219711559,0.00262760901974675,986063.827500321,0.00265235937661013,6320.9219711559,0.00262760901974675,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,"1_2_1",1,2,1,3,24,NA,NA,NA,NA,NA,NA,NA
"37","tv",18462.1738148661,776587.800044695,0.00208890122095966,4978.12692336343,0.00206940874526914,776587.800044695,0.00208890122095966,4978.12692336343,0.00206940874526914,TRUE,0.427663895273359,0.427663895273359,75138280.16671,11721571706.0068,NA,NA,0.238841066527687,0.238841066527687,1,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,"1_2_1",1,2,1,3,24,NA,NA,NA,NA,6.62528728674441e-05,NA,15093.685099524
"38","youtube",3998.08248856807,240754.620212902,0.000647592738497137,1543.2988475186,0.000641549759735933,240754.620212902,0.000647592738497137,1543.2988475186,0.000641549759735933,TRUE,0.218918331776074,0.218918331776074,38462790.8233994,6000195368.4503,NA,NA,0.0740445449436734,0.0740445449436734,1,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,"1_2_1",1,2,1,3,24,NA,NA,NA,NA,4.01244635264406e-05,NA,24922.4515946745
"39","facebook",9488.61883628239,433361.397805587,0.00116567521784501,2777.95767824094,0.00115479777873066,433361.397805587,0.00116567521784501,2777.95767824094,0.00115479777873066,TRUE,0.131526640964638,0.131526640964638,23108533.8449492,3604931279.81207,NA,NA,0.133281128595967,0.133281128595967,1,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,"1_2_1",1,2,1,3,24,NA,NA,NA,NA,0.000120213497614351,NA,8318.53344129489
"40","instagram",13753.2343544383,796352.870228645,0.00214206620660228,5104.82609120926,0.0021220776245474,796352.870228645,0.00214206620660228,5104.82609120926,0.0021220776245474,TRUE,0.0569363304516785,0.0569363304516785,10003411.5491748,1560532201.67127,NA,NA,0.244919851749986,0.244919851749986,1,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,"1_2_1",1,2,1,3,24,NA,NA,NA,NA,0.00051030851486165,NA,1959.59889141006
"41","print_media",18923.3065686607,1004426.86658784,0.00270175311517804,6438.63376017844,0.00267654184315092,1004426.86658784,0.00270175311517804,6438.63376017844,0.00267654184315092,TRUE,0.0349662368377819,0.0349662368377819,6143382.52288855,958367673.570613,NA,NA,0.308913408182687,0.308913408182687,1,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,"1_2_1",1,2,1,3,24,NA,NA,NA,NA,0.0010480600444771,NA,954.143806234802
"42","radio",0,0,0,0,0,0,0,0,0,TRUE,0.12998856469647,0.12998856469647,22838301.9950487,3562775111.22759,NA,NA,0,0,1,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,"1_2_1",1,2,1,3,24,NA,NA,NA,NA,0,NA,Inf
"43","(Intercept)",2074894.24992445,323683502.988214,0.870658622962744,2074894.24992445,0.860601610586135,323683502.988214,0.870658622962744,2074894.24992445,0.860601610586135,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.00847052546412286,NA,NA,0.174808574761513,NA,NA,0.174808574761513,0.544407971309355,0,38118915.2245967,0.6300216749,60500580.1432401,1e-04,"1_2_2",1,2,2,4,24,NA,NA,NA,NA,NA,NA,NA
"44","trend",0.0176802009940931,6571473.88335615,0.0176762496367534,42124.8325856164,0.0174720705742824,6571473.88335615,0.0176762496367534,42124.8325856164,0.0174720705742824,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.00847052546412286,NA,NA,0.174808574761513,NA,NA,0.174808574761513,0.544407971309355,0,38118915.2245967,0.6300216749,60500580.1432401,1e-04,"1_2_2",1,2,2,4,24,NA,NA,NA,NA,NA,NA,NA
"45","season",0.0162294829318199,3382.12309274079,9.09738867576273e-06,21.6802762355179,8.99230437740061e-06,3382.12309274079,9.09738867576273e-06,21.6802762355179,8.99230437740061e-06,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.00847052546412286,NA,NA,0.174808574761513,NA,NA,0.174808574761513,0.544407971309355,0,38118915.2245967,0.6300216749,60500580.1432401,1e-04,"1_2_2",1,2,2,4,24,NA,NA,NA,NA,NA,NA,NA
"46","holiday",0.00670655424442317,-690.529574688981,-1.85741788834894e-06,-15.0115124932387,-6.22630855981481e-06,-690.529574688981,-1.85741788834894e-06,-15.0115124932387,-6.22630855981481e-06,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.00847052546412286,NA,NA,0.174808574761513,NA,NA,0.174808574761513,0.544407971309355,0,38118915.2245967,0.6300216749,60500580.1432401,1e-04,"1_2_2",1,2,2,4,24,NA,NA,NA,NA,NA,NA,NA
"47","cpi",1764.45489429921,36010148.0121846,0.0968617355890233,230834.282129388,0.0957428818294134,36010148.0121846,0.0968617355890233,230834.282129388,0.0957428818294134,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.00847052546412286,NA,NA,0.174808574761513,NA,NA,0.174808574761513,0.544407971309355,0,38118915.2245967,0.6300216749,60500580.1432401,1e-04,"1_2_2",1,2,2,4,24,NA,NA,NA,NA,NA,NA,NA
"48","gdp_growth",-5626.82370562998,-4346148.14934697,-0.0116904671630432,0,0,-4346148.14934697,-0.0116904671630432,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.00847052546412286,NA,NA,0.174808574761513,NA,NA,0.174808574761513,0.544407971309355,0,38118915.2245967,0.6300216749,60500580.1432401,1e-04,"1_2_2",1,2,2,4,24,NA,NA,NA,NA,NA,NA,NA
"49","festival",4017.95849932777,964059.556561854,0.00259317128683194,6179.86895231958,0.00256321746217723,964059.556561854,0.00259317128683194,6179.86895231958,0.00256321746217723,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.00847052546412286,NA,NA,0.174808574761513,NA,NA,0.174808574761513,0.544407971309355,0,38118915.2245967,0.6300216749,60500580.1432401,1e-04,"1_2_2",1,2,2,4,24,NA,NA,NA,NA,NA,NA,NA
"50","trade_spend",0.00204088564696544,1237327.01910592,0.00332821854887236,7931.58345580716,0.0032897741640638,1237327.01910592,0.00332821854887236,7931.58345580716,0.0032897741640638,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.00847052546412286,NA,NA,0.174808574761513,NA,NA,0.174808574761513,0.544407971309355,0,38118915.2245967,0.6300216749,60500580.1432401,1e-04,"1_2_2",1,2,2,4,24,NA,NA,NA,NA,NA,NA,NA
"51","tv",22806.7471883317,1363245.59935262,0.00366692007882647,8738.75384200395,0.00362456333917655,1363245.59935262,0.00366692007882647,8738.75384200395,0.00362456333917655,TRUE,0.427663895273359,0.427663895273359,75138280.16671,11721571706.0068,NA,NA,0.178306793902727,0.178306793902727,1,-0.00847052546412286,NA,NA,0.174808574761513,NA,NA,0.174808574761513,0.544407971309355,0,38118915.2245967,0.6300216749,60500580.1432401,1e-04,"1_2_2",1,2,2,4,24,NA,NA,NA,NA,0.000116302287231158,NA,8598.28317918146
"52","youtube",9052.63180715029,434582.365341467,0.00116895943191109,2785.78439321453,0.00115545673502803,434582.365341467,0.00116895943191109,2785.78439321453,0.00115545673502803,TRUE,0.218918331776074,0.218918331776074,38462790.8233994,6000195368.4503,NA,NA,0.0568415465910904,0.0568415465910904,1,-0.00847052546412286,NA,NA,0.174808574761513,NA,NA,0.174808574761513,0.544407971309355,0,38118915.2245967,0.6300216749,60500580.1432401,1e-04,"1_2_2",1,2,2,4,24,NA,NA,NA,NA,7.24280358647236e-05,NA,13806.8082070834
"53","facebook",28471.2131605226,2288364.4993553,0.00615534701475985,14669.0032009955,0.00608424635661774,2288364.4993553,0.00615534701475985,14669.0032009955,0.00608424635661774,TRUE,0.131526640964638,0.131526640964638,23108533.8449492,3604931279.81207,NA,NA,0.299308457224898,0.299308457224898,1,-0.00847052546412286,NA,NA,0.174808574761513,NA,NA,0.174808574761513,0.544407971309355,0,38118915.2245967,0.6300216749,60500580.1432401,1e-04,"1_2_2",1,2,2,4,24,NA,NA,NA,NA,0.000634787273801956,NA,1575.33088842607
"54","instagram",29192.9895430543,2513495.63056698,0.0067609149812371,16112.1514779935,0.00668281938343308,2513495.63056698,0.0067609149812371,16112.1514779935,0.00668281938343308,TRUE,0.0569363304516785,0.0569363304516785,10003411.5491748,1560532201.67127,NA,NA,0.328754662833859,0.328754662833859,1,-0.00847052546412286,NA,NA,0.174808574761513,NA,NA,0.174808574761513,0.544407971309355,0,38118915.2245967,0.6300216749,60500580.1432401,1e-04,"1_2_2",1,2,2,4,24,NA,NA,NA,NA,0.00161066566128858,NA,620.861314693932
